time,lat,lon,rain
1952-07-14,18.5,73.75,28.646121978759766
1952-07-15,18.5,73.75,1.8552800416946411
1952-07-16,18.5,73.75,2.458366870880127
1952-07-17,18.5,73.75,6.578843116760254
1952-07-18,18.5,73.75,11.911291122436523
1952-07-19,18.5,73.75,8.045347213745117
1952-07-20,18.5,73.75,24.206470489501953
1952-07-21,18.5,73.75,8.04177188873291
1952-07-22,18.5,73.75,12.027731895446777
1952-07-23,18.5,73.75,2.224865436553955
1952-07-24,18.5,73.75,9.161643028259277
1952-07-25,18.5,73.75,33.97773742675781
1952-07-26,18.5,73.75,15.259905815124512
1952-07-27,18.5,73.75,6.812771320343018
1952-07-28,18.5,73.75,0.8915549516677856
1952-07-29,18.5,73.75,2.5151777267456055
1952-07-30,18.5,73.75,2.56622576713562
1952-07-31,18.5,73.75,5.494475841522217
1952-08-01,18.5,73.75,9.328083992004395
1952-08-02,18.5,73.75,13.767569541931152
1952-08-03,18.5,73.75,1.4709758758544922
1952-08-04,18.5,73.75,11.951064109802246
1952-08-05,18.5,73.75,4.868980884552002
1952-08-06,18.5,73.75,6.076372146606445
1952-08-07,18.5,73.75,1.9839261770248413
1952-08-08,18.5,73.75,7.324313640594482
1952-08-09,18.5,73.75,1.2617828845977783
1952-08-10,18.5,73.75,1.7033416032791138
1952-08-11,18.5,73.75,4.508285045623779
1952-08-12,18.5,73.75,1.0965043306350708
1952-08-13,18.5,73.75,6.09575080871582
1952-08-14,18.5,73.75,3.5919954776763916
1952-08-15,18.5,73.75,1.1806321144104004
1952-08-16,18.5,73.75,0.8405911326408386
1952-08-17,18.5,73.75,3.9285659790039062
1952-08-18,18.5,73.75,0.4053422212600708
1952-08-19,18.5,73.75,3.644353151321411
1952-08-20,18.5,73.75,4.286562919616699
1952-08-21,18.5,73.75,5.512790679931641
1952-08-22,18.5,73.75,0.5035246014595032
1952-08-23,18.5,73.75,1.8538262844085693
1952-08-24,18.5,73.75,0.0
1952-08-25,18.5,73.75,0.0
1952-08-26,18.5,73.75,0.27243945002555847
1952-08-27,18.5,73.75,0.3752017319202423
1952-08-28,18.5,73.75,0.5265591144561768
1952-08-29,18.5,73.75,1.1722387075424194
1952-08-30,18.5,73.75,0.6728759407997131
1952-08-31,18.5,73.75,0.19565510749816895
1952-09-01,18.5,73.75,0.0
1952-09-02,18.5,73.75,0.0
1952-09-03,18.5,73.75,0.20383578538894653
1952-09-04,18.5,73.75,0.0
1952-09-05,18.5,73.75,0.0
1952-09-06,18.5,73.75,0.0
1952-09-07,18.5,73.75,0.0
1952-09-08,18.5,73.75,0.0
1952-09-09,18.5,73.75,0.0
1952-09-10,18.5,73.75,0.0
1952-09-11,18.5,73.75,0.0
1952-09-12,18.5,73.75,0.0
1952-09-13,18.5,73.75,0.0
1952-09-14,18.5,73.75,0.0
1952-09-15,18.5,73.75,0.0
1952-09-16,18.5,73.75,0.0
1952-09-17,18.5,73.75,0.0
1952-09-18,18.5,73.75,0.0
1952-09-19,18.5,73.75,6.062197685241699
1952-09-20,18.5,73.75,1.8856122493743896
1952-09-21,18.5,73.75,0.0
1952-09-22,18.5,73.75,0.0
1952-09-23,18.5,73.75,0.6473715305328369
1952-09-24,18.5,73.75,0.19421148300170898
1952-09-25,18.5,73.75,0.0
1952-09-26,18.5,73.75,0.0
1952-09-27,18.5,73.75,0.1689711958169937
1952-09-28,18.5,73.75,0.8574631214141846
1952-09-29,18.5,73.75,0.0
1952-09-30,18.5,73.75,14.156917572021484
1952-10-01,18.5,73.75,0.986937403678894
1952-10-02,18.5,73.75,1.5416239500045776
1952-10-03,18.5,73.75,4.772836208343506
1952-10-04,18.5,73.75,0.0
1952-10-05,18.5,73.75,0.11741647124290466
1952-10-06,18.5,73.75,10.376106262207031
1952-10-07,18.5,73.75,6.882463455200195
1952-10-08,18.5,73.75,0.47503188252449036
1952-10-09,18.5,73.75,4.823434352874756
1952-10-10,18.5,73.75,0.0
1952-10-11,18.5,73.75,5.656402111053467
1952-10-12,18.5,73.75,0.0
1952-10-13,18.5,73.75,0.0
1952-10-14,18.5,73.75,0.0
1952-10-15,18.5,73.75,0.0
1952-10-16,18.5,73.75,2.961130380630493
1952-10-17,18.5,73.75,12.688483238220215
1952-10-18,18.5,73.75,5.823899745941162
1952-10-19,18.5,73.75,0.0
1952-10-20,18.5,73.75,0.0
1952-10-21,18.5,73.75,0.0
1952-10-22,18.5,73.75,0.0
1952-10-23,18.5,73.75,0.0
1952-10-24,18.5,73.75,0.0
1952-10-25,18.5,73.75,0.0
1952-10-26,18.5,73.75,0.0
1952-10-27,18.5,73.75,0.0
1952-10-28,18.5,73.75,0.0
1952-10-29,18.5,73.75,0.0
1952-10-30,18.5,73.75,0.0
1952-10-31,18.5,73.75,0.0
1952-11-01,18.5,73.75,0.0
1952-11-02,18.5,73.75,0.0
1952-11-03,18.5,73.75,0.0
1952-11-04,18.5,73.75,0.0
1952-11-05,18.5,73.75,0.0
1952-11-06,18.5,73.75,0.0
1952-11-07,18.5,73.75,0.0
1952-11-08,18.5,73.75,0.0
1952-11-09,18.5,73.75,0.0
1952-11-10,18.5,73.75,0.0
1952-11-11,18.5,73.75,0.0
1952-11-12,18.5,73.75,0.0
1952-11-13,18.5,73.75,0.0
1952-11-14,18.5,73.75,0.0
1952-11-15,18.5,73.75,0.0
1952-11-16,18.5,73.75,0.0
1952-11-17,18.5,73.75,0.0
1952-11-18,18.5,73.75,0.0
1952-11-19,18.5,73.75,0.0
1952-11-20,18.5,73.75,0.0
1952-11-21,18.5,73.75,0.0
1952-11-22,18.5,73.75,0.0
1952-11-23,18.5,73.75,0.0
1952-11-24,18.5,73.75,0.0
1952-11-25,18.5,73.75,0.0
1952-11-26,18.5,73.75,0.0
1952-11-27,18.5,73.75,0.0
1952-11-28,18.5,73.75,0.0
1952-11-29,18.5,73.75,0.0
1952-11-30,18.5,73.75,0.0
1952-12-01,18.5,73.75,0.0
1952-12-02,18.5,73.75,0.0
1952-12-03,18.5,73.75,0.0
1952-12-04,18.5,73.75,0.0
1952-12-05,18.5,73.75,0.0
1952-12-06,18.5,73.75,0.0
1952-12-07,18.5,73.75,0.0
1952-12-08,18.5,73.75,0.0
1952-12-09,18.5,73.75,0.0
1952-12-10,18.5,73.75,0.0
1952-12-11,18.5,73.75,0.0
1952-12-12,18.5,73.75,0.0
1952-12-13,18.5,73.75,0.0
1952-12-14,18.5,73.75,0.0
1952-12-15,18.5,73.75,0.0
1952-12-16,18.5,73.75,0.0
1952-12-17,18.5,73.75,0.0
1952-12-18,18.5,73.75,0.0
1952-12-19,18.5,73.75,0.0
1952-12-20,18.5,73.75,0.0
1952-12-21,18.5,73.75,0.0
1952-12-22,18.5,73.75,0.0
1952-12-23,18.5,73.75,0.0
1952-12-24,18.5,73.75,0.0
1952-12-25,18.5,73.75,0.0
1952-12-26,18.5,73.75,0.0
1952-12-27,18.5,73.75,0.0
1952-12-28,18.5,73.75,0.0
1952-12-29,18.5,73.75,0.0
1952-12-30,18.5,73.75,0.0
1952-12-31,18.5,73.75,0.0
1953-01-01,18.5,73.75,0.0
1953-01-02,18.5,73.75,0.0
1953-01-03,18.5,73.75,0.0
1953-01-04,18.5,73.75,0.0
1953-01-05,18.5,73.75,0.0
1953-01-06,18.5,73.75,0.0
1953-01-07,18.5,73.75,0.0
1953-01-08,18.5,73.75,0.0
1953-01-09,18.5,73.75,0.0
1953-01-10,18.5,73.75,0.0
1953-01-11,18.5,73.75,0.0
1953-01-12,18.5,73.75,0.0
1953-01-13,18.5,73.75,0.0
1953-01-14,18.5,73.75,0.0
1953-01-15,18.5,73.75,0.0
1953-01-16,18.5,73.75,0.0
1953-01-17,18.5,73.75,0.0
1953-01-18,18.5,73.75,0.0
1953-01-19,18.5,73.75,0.0
1953-01-20,18.5,73.75,0.0
1953-01-21,18.5,73.75,0.0
1953-01-22,18.5,73.75,0.0
1953-01-23,18.5,73.75,0.0
1953-01-24,18.5,73.75,0.0
1953-01-25,18.5,73.75,0.0
1953-01-26,18.5,73.75,0.0
1953-01-27,18.5,73.75,0.0
1953-01-28,18.5,73.75,0.0
1953-01-29,18.5,73.75,0.0
1953-01-30,18.5,73.75,0.0
1953-01-31,18.5,73.75,0.0
1953-02-01,18.5,73.75,0.0
1953-02-02,18.5,73.75,0.0
1953-02-03,18.5,73.75,0.0
1953-02-04,18.5,73.75,0.0
1953-02-05,18.5,73.75,0.0
1953-02-06,18.5,73.75,0.0
1953-02-07,18.5,73.75,0.0
1953-02-08,18.5,73.75,0.0
1953-02-09,18.5,73.75,0.0
1953-02-10,18.5,73.75,0.0
1953-02-11,18.5,73.75,0.0
1953-02-12,18.5,73.75,0.0
1953-02-13,18.5,73.75,0.0
1953-02-14,18.5,73.75,0.0
1953-02-15,18.5,73.75,0.0
1953-02-16,18.5,73.75,0.0
1953-02-17,18.5,73.75,0.0
1953-02-18,18.5,73.75,0.0
1953-02-19,18.5,73.75,0.0
1953-02-20,18.5,73.75,0.0
1953-02-21,18.5,73.75,0.0
1953-02-22,18.5,73.75,0.0
1953-02-23,18.5,73.75,0.0
1953-02-24,18.5,73.75,0.0
1953-02-25,18.5,73.75,0.0
1953-02-26,18.5,73.75,0.0
1953-02-27,18.5,73.75,0.0
1953-02-28,18.5,73.75,0.0
1953-03-01,18.5,73.75,0.0
1953-03-02,18.5,73.75,0.0
1953-03-03,18.5,73.75,0.0
1953-03-04,18.5,73.75,0.0
1953-03-05,18.5,73.75,0.0
1953-03-06,18.5,73.75,0.0
1953-03-07,18.5,73.75,0.0
1953-03-08,18.5,73.75,0.0
1953-03-09,18.5,73.75,0.0
1953-03-10,18.5,73.75,0.0
1953-03-11,18.5,73.75,0.0
1953-03-12,18.5,73.75,0.0
1953-03-13,18.5,73.75,0.0
1953-03-14,18.5,73.75,0.0
1953-03-15,18.5,73.75,0.0
1953-03-16,18.5,73.75,0.0
1953-03-17,18.5,73.75,0.0
1953-03-18,18.5,73.75,0.0
1953-03-19,18.5,73.75,0.0
1953-03-20,18.5,73.75,0.0
1953-03-21,18.5,73.75,0.0
1953-03-22,18.5,73.75,0.0
1953-03-23,18.5,73.75,0.0
1953-03-24,18.5,73.75,0.0
1953-03-25,18.5,73.75,0.0
1953-03-26,18.5,73.75,0.0
1953-03-27,18.5,73.75,0.0
1953-03-28,18.5,73.75,0.0
1953-03-29,18.5,73.75,0.0
1953-03-30,18.5,73.75,0.0
1953-03-31,18.5,73.75,0.0
1953-04-01,18.5,73.75,0.0
1953-04-02,18.5,73.75,0.0
1953-04-03,18.5,73.75,0.0
1953-04-04,18.5,73.75,0.0
1953-04-05,18.5,73.75,0.5499864816665649
1953-04-06,18.5,73.75,42.872623443603516
1953-04-07,18.5,73.75,0.0
1953-04-08,18.5,73.75,0.0
1953-04-09,18.5,73.75,0.0
1953-04-10,18.5,73.75,0.0
1953-04-11,18.5,73.75,0.21249765157699585
1953-04-12,18.5,73.75,0.0
1953-04-13,18.5,73.75,0.0
1953-04-14,18.5,73.75,0.0
1953-04-15,18.5,73.75,0.24893076717853546
1953-04-16,18.5,73.75,0.11918504536151886
1953-04-17,18.5,73.75,0.7783700823783875
1953-04-18,18.5,73.75,0.0
1953-04-19,18.5,73.75,0.0
1953-04-20,18.5,73.75,0.0
1953-04-21,18.5,73.75,0.0
1953-04-22,18.5,73.75,0.0
1953-04-23,18.5,73.75,0.0
1953-04-24,18.5,73.75,3.0427818298339844
1953-04-25,18.5,73.75,17.287511825561523
1953-04-26,18.5,73.75,0.0
1953-04-27,18.5,73.75,0.0
1953-04-28,18.5,73.75,0.0
1953-04-29,18.5,73.75,0.0
1953-04-30,18.5,73.75,0.0
1953-05-01,18.5,73.75,0.0
1953-05-02,18.5,73.75,0.0
1953-05-03,18.5,73.75,0.0
1953-05-04,18.5,73.75,0.0
1953-05-05,18.5,73.75,0.0
1953-05-06,18.5,73.75,0.0
1953-05-07,18.5,73.75,0.0
1953-05-08,18.5,73.75,0.0
1953-05-09,18.5,73.75,0.0
1953-05-10,18.5,73.75,0.0
1953-05-11,18.5,73.75,0.0
1953-05-12,18.5,73.75,0.0
1953-05-13,18.5,73.75,0.0
1953-05-14,18.5,73.75,0.0
1953-05-15,18.5,73.75,0.0
1953-05-16,18.5,73.75,0.0
1953-05-17,18.5,73.75,0.0
1953-05-18,18.5,73.75,0.0
1953-05-19,18.5,73.75,0.0
1953-05-20,18.5,73.75,0.0
1953-05-21,18.5,73.75,0.0
1953-05-22,18.5,73.75,0.0
1953-05-23,18.5,73.75,0.0
1953-05-24,18.5,73.75,0.4325484037399292
1953-05-25,18.5,73.75,0.0
1953-05-26,18.5,73.75,0.0
1953-05-27,18.5,73.75,0.0
1953-05-28,18.5,73.75,0.0
1953-05-29,18.5,73.75,0.0
1953-05-30,18.5,73.75,0.0
1953-05-31,18.5,73.75,0.0
1953-06-01,18.5,73.75,0.0
1953-06-02,18.5,73.75,0.0
1953-06-03,18.5,73.75,0.0
1953-06-04,18.5,73.75,0.0
1953-06-05,18.5,73.75,0.0
1953-06-06,18.5,73.75,0.0
1953-06-07,18.5,73.75,0.0
1953-06-08,18.5,73.75,0.0
1953-06-09,18.5,73.75,0.0
1953-06-10,18.5,73.75,0.0
1953-06-11,18.5,73.75,0.10409832000732422
1953-06-12,18.5,73.75,5.025798797607422
1953-06-13,18.5,73.75,47.58425521850586
1953-06-14,18.5,73.75,1.0260354280471802
1953-06-15,18.5,73.75,1.7123420238494873
1953-06-16,18.5,73.75,2.6444642543792725
1953-06-17,18.5,73.75,4.692153453826904
1953-06-18,18.5,73.75,2.7748653888702393
1953-06-19,18.5,73.75,11.912607192993164
1953-06-20,18.5,73.75,0.8267795443534851
1953-06-21,18.5,73.75,4.3268890380859375
1953-06-22,18.5,73.75,3.8343653678894043
1953-06-23,18.5,73.75,1.8957816362380981
1953-06-24,18.5,73.75,1.809130072593689
1953-06-25,18.5,73.75,0.8883128762245178
1953-06-26,18.5,73.75,3.4550633430480957
1953-06-27,18.5,73.75,12.851370811462402
1953-06-28,18.5,73.75,4.599985599517822
1953-06-29,18.5,73.75,9.018595695495605
1953-06-30,18.5,73.75,23.331695556640625
1953-07-01,18.5,73.75,1.6080619096755981
1953-07-02,18.5,73.75,1.1496913433074951
1953-07-03,18.5,73.75,1.3647611141204834
1953-07-04,18.5,73.75,12.331639289855957
1953-07-05,18.5,73.75,4.165494441986084
1953-07-06,18.5,73.75,3.6192243099212646
1953-07-07,18.5,73.75,0.0
1953-07-08,18.5,73.75,1.0661166906356812
1953-07-09,18.5,73.75,5.429615497589111
1953-07-10,18.5,73.75,4.278892993927002
1953-07-11,18.5,73.75,4.377358436584473
1953-07-12,18.5,73.75,3.6669750213623047
1953-07-13,18.5,73.75,2.512810707092285
1953-07-14,18.5,73.75,1.467999815940857
1953-07-15,18.5,73.75,4.07000732421875
1953-07-16,18.5,73.75,2.6305043697357178
1953-07-17,18.5,73.75,0.33475372195243835
1953-07-18,18.5,73.75,1.186611294746399
1953-07-19,18.5,73.75,2.544224739074707
1953-07-20,18.5,73.75,1.0214217901229858
1953-07-21,18.5,73.75,0.0
1953-07-22,18.5,73.75,0.0
1953-07-23,18.5,73.75,0.0
1953-07-24,18.5,73.75,0.0
1953-07-25,18.5,73.75,0.0
1953-07-26,18.5,73.75,0.5551910400390625
1953-07-27,18.5,73.75,3.995380163192749
1953-07-28,18.5,73.75,1.8419945240020752
1953-07-29,18.5,73.75,0.0
1953-07-30,18.5,73.75,0.0
1953-07-31,18.5,73.75,0.5922755002975464
1953-08-01,18.5,73.75,2.951446294784546
1953-08-02,18.5,73.75,4.9325690269470215
1953-08-03,18.5,73.75,3.428555727005005
1953-08-04,18.5,73.75,6.234121799468994
1953-08-05,18.5,73.75,21.387102127075195
1953-08-06,18.5,73.75,14.236581802368164
1953-08-07,18.5,73.75,2.323566436767578
1953-08-08,18.5,73.75,0.8719385862350464
1953-08-09,18.5,73.75,3.963702917098999
1953-08-10,18.5,73.75,7.008212566375732
1953-08-11,18.5,73.75,8.485637664794922
1953-08-12,18.5,73.75,1.6831945180892944
1953-08-13,18.5,73.75,4.1895294189453125
1953-08-14,18.5,73.75,1.47722589969635
1953-08-15,18.5,73.75,2.0587470531463623
1953-08-16,18.5,73.75,1.219722867012024
1953-08-17,18.5,73.75,0.8151784539222717
1953-08-18,18.5,73.75,2.5746986865997314
1953-08-19,18.5,73.75,6.620219707489014
1953-08-20,18.5,73.75,1.28421151638031
1953-08-21,18.5,73.75,3.135441780090332
1953-08-22,18.5,73.75,0.0
1953-08-23,18.5,73.75,0.25602802634239197
1953-08-24,18.5,73.75,2.3651626110076904
1953-08-25,18.5,73.75,2.8997063636779785
1953-08-26,18.5,73.75,0.32368576526641846
1953-08-27,18.5,73.75,0.0
1953-08-28,18.5,73.75,0.2028733491897583
1953-08-29,18.5,73.75,0.0
1953-08-30,18.5,73.75,0.32368576526641846
1953-08-31,18.5,73.75,0.0
1953-09-01,18.5,73.75,0.0
1953-09-02,18.5,73.75,0.5053501129150391
1953-09-03,18.5,73.75,0.0
1953-09-04,18.5,73.75,2.800886392593384
1953-09-05,18.5,73.75,0.0
1953-09-06,18.5,73.75,0.0
1953-09-07,18.5,73.75,0.19421148300170898
1953-09-08,18.5,73.75,0.0
1953-09-09,18.5,73.75,0.21490372717380524
1953-09-10,18.5,73.75,1.1024377346038818
1953-09-11,18.5,73.75,0.32609185576438904
1953-09-12,18.5,73.75,0.4631621241569519
1953-09-13,18.5,73.75,37.20863723754883
1953-09-14,18.5,73.75,0.5015004277229309
1953-09-15,18.5,73.75,0.0
1953-09-16,18.5,73.75,0.19421148300170898
1953-09-17,18.5,73.75,0.0
1953-09-18,18.5,73.75,0.0
1953-09-19,18.5,73.75,4.466863632202148
1953-09-20,18.5,73.75,0.0
1953-09-21,18.5,73.75,0.0
1953-09-22,18.5,73.75,0.0
1953-09-23,18.5,73.75,0.0
1953-09-24,18.5,73.75,0.0
1953-09-25,18.5,73.75,0.0
1953-09-26,18.5,73.75,0.0
1953-09-27,18.5,73.75,6.71094274520874
1953-09-28,18.5,73.75,15.351072311401367
1953-09-29,18.5,73.75,18.22067642211914
1953-09-30,18.5,73.75,0.2293180376291275
1953-10-01,18.5,73.75,21.419036865234375
1953-10-02,18.5,73.75,0.18707522749900818
1953-10-03,18.5,73.75,0.0
1953-10-04,18.5,73.75,9.559236526489258
1953-10-05,18.5,73.75,1.2649528980255127
1953-10-06,18.5,73.75,0.9125958681106567
1953-10-07,18.5,73.75,25.659164428710938
1953-10-08,18.5,73.75,15.314360618591309
1953-10-09,18.5,73.75,1.0305778980255127
1953-10-10,18.5,73.75,0.0
1953-10-11,18.5,73.75,17.99911880493164
1953-10-12,18.5,73.75,0.0
1953-10-13,18.5,73.75,0.0
1953-10-14,18.5,73.75,0.0
1953-10-15,18.5,73.75,0.0
1953-10-16,18.5,73.75,0.0
1953-10-17,18.5,73.75,0.21875734627246857
1953-10-18,18.5,73.75,3.109891891479492
1953-10-19,18.5,73.75,5.146872043609619
1953-10-20,18.5,73.75,1.0260354280471802
1953-10-21,18.5,73.75,0.0
1953-10-22,18.5,73.75,0.0
1953-10-23,18.5,73.75,0.0
1953-10-24,18.5,73.75,0.0
1953-10-25,18.5,73.75,0.0
1953-10-26,18.5,73.75,0.0
1953-10-27,18.5,73.75,0.0
1953-10-28,18.5,73.75,0.0
1953-10-29,18.5,73.75,0.0
1953-10-30,18.5,73.75,0.0
1953-10-31,18.5,73.75,0.0
1953-11-01,18.5,73.75,0.0
1953-11-02,18.5,73.75,0.0
1953-11-03,18.5,73.75,0.0
1953-11-04,18.5,73.75,0.0
1953-11-05,18.5,73.75,0.0
1953-11-06,18.5,73.75,0.0
1953-11-07,18.5,73.75,0.0
1953-11-08,18.5,73.75,0.0
1953-11-09,18.5,73.75,0.0
1953-11-10,18.5,73.75,0.0
1953-11-11,18.5,73.75,0.0
1953-11-12,18.5,73.75,0.0
1953-11-13,18.5,73.75,0.0
1953-11-14,18.5,73.75,0.0
1953-11-15,18.5,73.75,0.0
1953-11-16,18.5,73.75,0.0
1953-11-17,18.5,73.75,0.0
1953-11-18,18.5,73.75,0.0
1953-11-19,18.5,73.75,0.0
1953-11-20,18.5,73.75,0.0
1953-11-21,18.5,73.75,0.0
1953-11-22,18.5,73.75,0.0
1953-11-23,18.5,73.75,0.0
1953-11-24,18.5,73.75,0.0
1953-11-25,18.5,73.75,0.0
1953-11-26,18.5,73.75,0.0
1953-11-27,18.5,73.75,0.0
1953-11-28,18.5,73.75,0.0
1953-11-29,18.5,73.75,0.0
1953-11-30,18.5,73.75,0.0
1953-12-01,18.5,73.75,0.0
1953-12-02,18.5,73.75,0.0
1953-12-03,18.5,73.75,0.0
1953-12-04,18.5,73.75,0.0
1953-12-05,18.5,73.75,0.0
1953-12-06,18.5,73.75,0.0
1953-12-07,18.5,73.75,0.0
1953-12-08,18.5,73.75,0.0
1953-12-09,18.5,73.75,0.0
1953-12-10,18.5,73.75,0.0
1953-12-11,18.5,73.75,0.0
1953-12-12,18.5,73.75,0.0
1953-12-13,18.5,73.75,0.0
1953-12-14,18.5,73.75,0.0
1953-12-15,18.5,73.75,0.0
1953-12-16,18.5,73.75,0.0
1953-12-17,18.5,73.75,0.0
1953-12-18,18.5,73.75,0.0
1953-12-19,18.5,73.75,0.0
1953-12-20,18.5,73.75,0.0
1953-12-21,18.5,73.75,0.0
1953-12-22,18.5,73.75,0.0
1953-12-23,18.5,73.75,0.0
1953-12-24,18.5,73.75,0.0
1953-12-25,18.5,73.75,0.0
1953-12-26,18.5,73.75,0.0
1953-12-27,18.5,73.75,0.0
1953-12-28,18.5,73.75,0.0
1953-12-29,18.5,73.75,0.0
1953-12-30,18.5,73.75,0.0
1953-12-31,18.5,73.75,0.0
